Nom, marque,CATEGORY, code sous-cateogru, unite,cout,PRIX,QUANTITE,QANTITE ALERT, code-hsn, code isbn,Image, details(virgule interdite),frais supplementaire,"	frais suplementaires 2mois","	frais suplementaires 3 mois",frais penalite 1 mois,frais penalite 2mois,frais penalite 3 mois
enveloppe kraft 16*22 n a 1441662,,papeterie,,pc,60,60,8489,849,,,3472.jpg,,,,,,,
enveloppe kraft 162*229     001662 a5,,papeterie,,pc,45,45,384,39,,,3473.jpg,,,,,,,
enveloppe kraft aut adhes 176*250,,papeterie,,pc,30,30,526,53,,,3476.jpg,,,,,,,
enveloppe avion aut adhes 110*220  bbr,,papeterie,,pc,50,50,450,45,,,3478.jpg,,,,,,,
enveloppe blanche auto adhes dl 110*220,,papeterie,,pc,30,30,168726,16873,,,3481.jpg,,,,,,,
enveloppe blanche aut adhes fenetre 11*22  a bande 1571,,papeterie,,pc,25,25,2508,251,,,3482.jpg,,,,,,,
enveloppe blanche auto adhes c6  114*162,,papeterie,,pc,30,30,125895,12590,,,3485.jpg,,,,,,,
enveloppe kern 114*229 af 45*100  701598,,papeterie,,pc,20,20,4825,483,,,3486.jpg,,,,,,,
enveloppe kraft 114*162,,papeterie,,pc,30,30,5911,592,,,3487.jpg,,,,,,,
marker permanent vert pointe biseau,,papeterie,,pc,500,500,224,23,,,3491.jpg,,,,,,,
colle aerosol spraymount 400ml 7024,,papeterie,,pc,12775,12775,1,1,,,3493.jpg,,,,,,,
colle vinylique extra 1kg flacon forte,,papeterie,,pc,4350,4350,22,3,,,3494.jpg,,,,,,,
colle flacon 1 l transp.        ct1l,,papeterie,,pc,2600,2600,384,39,,,3495.jpg,,,,,,,
colle flacon 1 l blanc          vi1l,,papeterie,,pc,2500,2500,177,18,,,3496.jpg,,,,,,,
colle stick  40g bib,,papeterie,,pc,1700,1700,62,7,,,3499.jpg,,,,,,,
collle stick bib 40g baton,,papeterie,,pc,1600,1600,235,24,,,3501.jpg,,,,,,,
colle blanche jerrycan,,papeterie,,pc,1700,1700,39,4,,,3502.jpg,,,,,,,
colle uhu flacon transp 90ml adhes,,papeterie,,pc,2100,2100,337,34,,,3503.jpg,,,,,,,
colle flacon 100ml blanc      vi125e,,papeterie,,pc,1100,1100,303,31,,,3505.jpg,,,,,,,
colle stick  20g bib 83636,,papeterie,,pc,1100,1100,7,1,,,3506.jpg,,,,,,,
colle baton 40gr,,papeterie,,pc,2000,2000,98,10,,,3507.jpg,,,,,,,
colle flacon 50gr blanc,,papeterie,,pc,1400,1400,2,1,,,3509.jpg,,,,,,,
colle tube universelle 30ml,,papeterie,,pc,1300,1300,12,2,,,3510.jpg,,,,,,,
colle baton 20gr,,papeterie,,pc,1150,1150,30,3,,,3511.jpg,,,,,,,
colle universelle uhu 33ml,,papeterie,,pc,1200,1200,36,4,,,3512.jpg,,,,,,,
colle oceane  flacon bleutee  60g,,papeterie,,pc,800,800,126,13,,,3516.jpg,,,,,,,
colle tube universelle 30g,,papeterie,,pc,600,600,46,5,,,3517.jpg,,,,,,,
colle tube univers gel. 30ml,,papeterie,,pc,1050,1050,155,16,,,3518.jpg,,,,,,,
colle tube univers.30ml,,papeterie,,pc,1100,1100,26,3,,,3519.jpg,,,,,,,
colle tube univers.30ml blister      866000,,papeterie,,pc,1750,1750,4,1,,,3520.jpg,,,,,,,
colle uhu stick baton,,papeterie,,pc,700,700,751,76,,,3523.jpg,,,,,,,
colle pot 50gr blanc,,papeterie,,pc,600,600,227,23,,,3524.jpg,,,,,,,
colle tube univers. 30ml sans solvant,,papeterie,,pc,500,500,119,12,,,3527.jpg,,,,,,,
colle pot 23gr blancb30,,papeterie,,pc,250,250,136,14,,,3530.jpg,,,,,,,
ciseau bureau bp 18 cm,,papeterie,,pc,1950,1950,6,1,,,3534.jpg,,,,,,,
surligneur orange pointe biseaute,,papeterie,,pc,550,550,747,75,,,3540.jpg,,,,,,,
taille crayon metal 2 trous 851202,,papeterie,,pc,550,550,32,4,,,3541.jpg,,,,,,,
marker permanent bleu  pointe biseaute 2211019,,papeterie,,pc,700,700,250,25,,,3542.jpg,,,,,,,
marker permanent chisel bleu pointe biseau,,papeterie,,pc,550,550,3,1,,,3545.jpg,,,,,,,
"mine 0,7m m b etui 12",,papeterie,,pc,530,530,27,3,,,3548.jpg,,,,,,,
crayon de couleur court etui 12. ax-educ,,papeterie,,pc,450,450,427,43,,,3551.jpg,,,,,,,
surligneur  rose,,papeterie,,pc,550,550,24,3,,,3552.jpg,,,,,,,
roller triplus 0.4mm vert,,papeterie,,pc,550,550,4,1,,,3555.jpg,,,,,,,
"recharge stylo diagonal, color exclusive, color light switch et classic",,papeterie,,pc,500,500,80,8,,,3558.jpg,,,,,,,
marker permanent rouge pointe biseau py106000,,papeterie,,pc,600,600,50,5,,,3559.jpg,,,,,,,
marker permanent  noir 1199230009  pointe biseau 2305,,papeterie,,pc,500,500,70,7,,,3560.jpg,,,,,,,
marker permanent  bleu 1199230006  pointe biseau,,papeterie,,pc,500,500,549,55,,,3561.jpg,,,,,,,
marker permanent rouge 1199230003 pointe biseau,,papeterie,,pc,500,500,739,74,,,3562.jpg,,,,,,,
stylo roller pointe fine vert,,papeterie,,pc,500,500,2019,202,,,3563.jpg,,,,,,,
marker permanent vert pointe biseau py106000,,papeterie,,pc,500,500,44,5,,,3564.jpg,,,,,,,
stylo roller pointe fine bleu,,papeterie,,pc,500,500,3088,309,,,3565.jpg,,,,,,,
"marker permanent artline 0,4   bleu",,papeterie,,pc,790,790,9,1,,,3568.jpg,,,,,,,
roller triplus 0.4mm rouge,,papeterie,,pc,750,750,17,2,,,3569.jpg,,,,,,,
roller triplus 0.4mm noir,,papeterie,,pc,475,475,33,4,,,3570.jpg,,,,,,,
cristal clic  bleu.            850733,,papeterie,,pc,450,450,1,1,,,3572.jpg,,,,,,,
cristal clic rouge.            850734,,papeterie,,pc,450,450,257,26,,,3573.jpg,,,,,,,
stylo tropikana 338 noir pm,,papeterie,,pc,450,450,6,1,,,3577.jpg,,,,,,,
stylo tropikana 338 rouge pm,,papeterie,,pc,450,450,63,7,,,3578.jpg,,,,,,,
stylo tropikana 338 vert pm,,papeterie,,pc,450,450,150,15,,,3579.jpg,,,,,,,
surligneur stabilo neon rose,,papeterie,,pc,520,520,2,1,,,3582.jpg,,,,,,,
surligneur stabilo neon jaune,,papeterie,,pc,580,580,686,69,,,3583.jpg,,,,,,,
stylo ballpoint retractable kb113400tc assort,,papeterie,,pc,450,450,144,15,,,3584.jpg,,,,,,,
colle bicstick glue,,papeterie,,pc,400,400,2057,206,,,3586.jpg,,,,,,,
rouleau adhesif 19*33 rocket eco transparent,,papeterie,,pc,300,300,2482,249,,,3587.jpg,,,,,,,
stylo bille pointe fine noir,,papeterie,,pc,400,400,2273,228,,,3588.jpg,,,,,,,
stylo bille pointe fine rouge,,papeterie,,pc,400,400,6049,605,,,3589.jpg,,,,,,,
stylo bille pointe fine bleu,,papeterie,,pc,400,400,5479,548,,,3590.jpg,,,,,,,
surligneur jaune,,papeterie,,pc,380,380,1,1,,,3593.jpg,,,,,,,
surligneur paper mate vert   1230448,,papeterie,,pc,380,380,951,96,,,3594.jpg,,,,,,,
surligneur paper mate rose   1230426,,papeterie,,pc,380,380,1604,161,,,3595.jpg,,,,,,,
surligneur paper mate bleu   1230432,,papeterie,,pc,380,380,755,76,,,3596.jpg,,,,,,,
crayon tradition 110-3b,,papeterie,,pc,300,300,1306,131,,,3598.jpg,,,,,,,
crayon tradition 110-4b,,papeterie,,pc,300,300,142,15,,,3599.jpg,,,,,,,
crayon tradition 110 b,,papeterie,,pc,300,300,355,36,,,3600.jpg,,,,,,,
stylo ballpoint excel 828  bleu  pm,,papeterie,,pc,350,350,1172,118,,,3601.jpg,,,,,,,
stylo ballpoint excel 828 rouge pm,,papeterie,,pc,350,350,1056,106,,,3602.jpg,,,,,,,
crayon tradition 110 2b,,papeterie,,pc,300,300,343,35,,,3603.jpg,,,,,,,
stylo ballpoint excel 828 noir pm,,papeterie,,pc,350,350,3217,322,,,3604.jpg,,,,,,,
taille crayon metal 1 trou.  851202,,papeterie,,pc,350,350,2,1,,,3606.jpg,,,,,,,
crayon noris 120-(2)hb,,papeterie,,pc,250,250,4238,424,,,3607.jpg,,,,,,,
"stylo gel ink pen gp527.  0,7 noir",,papeterie,,pc,350,350,547,55,,,3608.jpg,,,,,,,
"stylo gel ink pengp527.  0,7 rouge",,papeterie,,pc,350,350,342,35,,,3609.jpg,,,,,,,
crayon tradition hb     110 hb,,papeterie,,pc,300,300,5057,506,,,3611.jpg,,,,,,,
stylo bille ball 432 noir,,papeterie,,pc,350,350,21,3,,,3615.jpg,,,,,,,
correcteur tape  7250,,papeterie,,pc,300,300,11,2,,,3616.jpg,,,,,,,
porte mine bic clic matic 0.5,,papeterie,,pc,300,300,1246,125,,,3617.jpg,,,,,,,
gomme duo plastique pm,,papeterie,,pc,250,250,736,74,,,3618.jpg,,,,,,,
"stylo gel ink pen gp725. 0,7 bleu",,papeterie,,pc,300,300,36,4,,,3619.jpg,,,,,,,
